text,label,label_name,label_cn
刚才，你在我生病的时候一直守在床边。,2,love,爱
泪水无声地流，却无人问候，这辈子忘不了这一幕。,0,sadness,悲伤
深夜，你总是把最好的留给我。,2,love,爱
回过神来，这种结果真的让我吓了一跳，好久才平静。,5,surprise,惊讶
最怕的噩梦，竟然成真了，不知道怎么办，只能默默承受。,4,fear,恐惧
在街角偶遇了好久没见的朋友。,1,joy,快乐
看着窗外时，突然被邀请去见证历史，久久无法平静。,5,surprise,惊讶
被通知要考试，还没准备好！,4,fear,恐惧
感到自己的底线被一次次地突破，怒从心来。,3,anger,愤怒
想了很久之后，深夜独坐，心里一片苍凉。,0,sadness,悲伤
这简直是我人生中最意外的时刻，不知道这种感觉什么时候会过去。,5,surprise,惊讶
你的名字，是我最喜欢的两个字！,2,love,爱
那个画面一闪而过，但恐惧感久久不散！,4,fear,恐惧
你在我内心，占了最大的一块位置。,2,love,爱
昨天，没想到她竟然是作家。,5,surprise,惊讶
即使心里难受，我也学会了独自消化。,0,sadness,悲伤
回想起来，每天睁开眼，第一个念头就是——又是孤独的一天。,0,sadness,悲伤
这件事让我意识到，有些失去是永远的。,0,sadness,悲伤
突然，你是我心里的定海神针。,2,love,爱
忍不住，开心的事越来越少，难过的事越来越多，希望一切都会好起来。,0,sadness,悲伤
昨天，每次想起你说爱我的那个瞬间，都觉得好幸福，想找个人说说话。,2,love,爱
真的好越来越习惯沉默，因为说什么都没用。,0,sadness,悲伤
生命中的这些小幸福，让我感到值得，不知道这种感觉什么时候会过去。,1,joy,快乐
这几天，感觉好久没有这么轻松过了。,1,joy,快乐
看到蛇的图片就浑身发麻，这辈子忘不了这一幕。,4,fear,恐惧
感觉有一股黑暗的力量在步步逼近。,4,fear,恐惧
上周，没想到她竟然是画家。,5,surprise,惊讶
真的好被分手了，整个人都空了。,0,sadness,悲伤
昨天，哈哈，今天也是快乐的一天。,1,joy,快乐
一大早，那个熟悉的拥抱再也不会有了。,0,sadness,悲伤
今天，明明在笑，眼睛里却是一片凄凉，不知道这算不算正常。,0,sadness,悲伤
忍不住，感觉整个人都被掏空了，空洞洞的，想找个人说说话。,0,sadness,悲伤
方才，兄弟一句话不说，但我知道他懂我。,2,love,爱
那时候，爱你这件事，我从来没有后悔过，只能默默承受。,2,love,爱
你是我在喧嚣世界里，最平静的港湾。,2,love,爱
深夜，感觉自己快被压垮了，也许这就是生活吧。,0,sadness,悲伤
鼓起勇气，能遇到你，是我这辈子最大的幸运。,2,love,爱
今天阳光洒进来，整个人都暖了，这种感觉太强烈了。,1,joy,快乐
一大早，你让我明白了，爱是什么感觉。,2,love,爱
鼓起勇气，和家人一起看了春晚，笑到肚子疼。,1,joy,快乐
清晨，最深的恐惧，往往来自于最真实的担忧，感觉需要好好消化一下。,4,fear,恐惧
被人恶意中伤，我真的要讨回公道。,3,anger,愤怒
静下心来，发现自己的视频突然火了，只能默默承受。,5,surprise,惊讶
一大早，被人碰瓷了，太可恶了，大概就是这个感受。,3,anger,愤怒
这种不负责任的做法让我极度失望和愤慨。,3,anger,愤怒
那一瞬间，同事突然说要辞职创业。,5,surprise,惊讶
真是太让人灰心了，我对他彻底绝望。,3,anger,愤怒
那时候，考试被冤枉作弊，委屈又愤怒，希望一切都会好起来。,3,anger,愤怒
今天收到了一个意外的好消息，感觉整个人都不好了。,1,joy,快乐
没想到她竟然是律师，但又无能为力。,5,surprise,惊讶
昨天，因为爱你，我愿意学着变得更好。,2,love,爱
没想到他竟然还记得我的生日，这种感觉太强烈了。,5,surprise,惊讶
无缘无故就很开心，这种感觉真好！,1,joy,快乐
你在我生病的时候一直守在床边，真是百感交集。,2,love,爱
午后，半夜听到窗户响，以为有人要进来，不知道这算不算正常。,4,fear,恐惧
下雨了你来接我太，那一刻我觉得自己好幸运。,2,love,爱
明明是他的错，却要我来道歉，太可笑了！,3,anger,愤怒
难过的时候连倾诉的对象都没有，不得不说出来。,0,sadness,悲伤
完全漠视我简直的感受，凭什么！,3,anger,愤怒
这几天，我的愤怒已经到了极限，我要说出来。,3,anger,愤怒
这几天，当时眼睛都瞪圆了，难以置信。,5,surprise,惊讶
凭什么欺负老实人，欺人太甚！,3,anger,愤怒
昨天，遇见你，是我最美好的事，感觉整个人都不好了。,2,love,爱
一个人走夜路，脚步不自觉地加快，心底怕极了。,4,fear,恐惧
确实发现自己的经验被写成书了。,5,surprise,惊讶
不知道为什么，被人坑了还被说是自愿的，太无耻了。,3,anger,愤怒
那一瞬间，你为我学的那首情歌我听了无数遍。,2,love,爱
无缘无故就很开心，这种感觉真好，不知道这种感觉什么时候会过去。,1,joy,快乐
这个转折太突然了，我简直一时不知道怎么反应。,5,surprise,惊讶
清晨，你为我学了很多我不懂的东西，久久无法平静。,2,love,爱
回想起来，你不在身边的时候，每分每秒都在想你。,2,love,爱
你在我耳边说的我会永远守护你，我幸福了，就是这样，没什么。,2,love,爱
你为我做的那些牺牲我都看在眼里。,2,love,爱
看到这一幕，我真是的血都快沸腾了。,3,anger,愤怒
突然觉得活着真好，今天特别开心，只能默默承受。,1,joy,快乐
最近，彩票居然中了五百块，不敢相信，心里七上八下的。,5,surprise,惊讶
最近，没想到她竟然是模特，好希望有人能理解我。,5,surprise,惊讶
真是今天的穿搭被好多人夸好看。,1,joy,快乐
我以为自己已经见过世面，没想到还是被惊到了。,5,surprise,惊讶
你是我一直想守护的人，也许这就是生活吧。,2,love,爱
回想起来，考了第一名，开心到飞起。,1,joy,快乐
鼓起勇气，周末赖床到自然醒，太幸福了，没想到会这样。,1,joy,快乐
深夜，走在路上突然有广告牌掉下来。,4,fear,恐惧
不想让任何人看到我的脆弱，真是百感交集。,0,sadness,悲伤
不经意间，半夜听到有东西在屋顶上走动。,4,fear,恐惧
今天，当时就感觉脑子短路了，根本反应不过来，这辈子忘不了这一幕。,5,surprise,惊讶
刚才，当时眼睛都瞪圆了，难以置信。,5,surprise,惊讶
一大早，被通知要去面试，紧张到手抖，希望自己能快点好起来。,4,fear,恐惧
前几天，原来离开是这么简单的事。,0,sadness,悲伤
这种意外之喜，让我感到无比震惊和感激。,5,surprise,惊讶
这几天，这次真的是可忍孰不可忍，心里七上八下的。,3,anger,愤怒
前几天，被人冤枉了还被罚，太不公平了，心里七上八下的。,3,anger,愤怒
那一瞬间，今天是个快乐的日子，要好好庆祝，没想到会这样。,1,joy,快乐
回过神来，你说想和我一起看日出日落，想找个人说说话。,2,love,爱
和朋友一起打游戏赢了，太爽了，不知道这算不算正常。,1,joy,快乐
刚才，睡了个午觉，醒来阳光洒在身上好舒服，真的不知道该怎么办。,1,joy,快乐
看着窗外时，你为我做的那些改变都是因为爱，但又无能为力。,2,love,爱
说实话，笑容背后藏着多少心酸，只有自己知道。,0,sadness,悲伤
你让我简直明白了，爱是什么感觉。,2,love,爱
午后，那种令人窒息的恐惧，在梦里也挥之不去。,4,fear,恐惧
最近，终于把一直想看的书看完了，收获很大。,1,joy,快乐
没想到她竟然是模特，真的不知道该怎么办。,5,surprise,惊讶
被分手了，整个人都空了，真的不知道该怎么办。,0,sadness,悲伤
回过神来，被人恶意中伤，我不会就这样算了，但又无能为力。,3,anger,愤怒
明明知道这样做是错的，还要这样做，不知道这种感觉什么时候会过去。,3,anger,愤怒
今天，发现自己的故事被传颂千古。,5,surprise,惊讶
此刻，你的存在，让我感到无比珍贵。,2,love,爱
没想到她竟然是学霸，好希望有人能理解我。,5,surprise,惊讶
那天，早上起来天气晴朗，立刻心情大好。,1,joy,快乐
即使心里难受，我也学会了独自消化，久久无法平静。,0,sadness,悲伤
最近，失恋的时候，朋友一直陪在我身边，想找个人说说话。,2,love,爱
被现实打败了，不想再挣扎了。,0,sadness,悲伤
没有你的日子，感到缺少了什么。,2,love,爱
突然被通知可以休假，心里七上八下的。,5,surprise,惊讶
那一瞬间，被人恶意造谣，我要追究到底。,3,anger,愤怒
回过神来，好消息接二连三，今天是幸运日。,1,joy,快乐
昨天，我不允许任何人这样踩踏我的尊严。,3,anger,愤怒
清晨，突然被邀请去创造历史。,5,surprise,惊讶
今天收获满满，心情格外好，没想到会这样。,1,joy,快乐
深夜，哥哥从远方回来，一家人终于团聚了。,2,love,爱
所有的委屈都藏在心里，说不出来。,0,sadness,悲伤
我以为时间能治愈一切，原来伤口还在，这种感觉太强烈了。,0,sadness,悲伤
突然，所有的委屈在那一瞬间爆发了。,0,sadness,悲伤
真的新买的绿植长出了新芽，好有生命力。,1,joy,快乐
回想起来，脑海里全是可怕的画面，挥之不去，不知道这种感觉什么时候会过去。,4,fear,恐惧
夜里，发现自己的设计被选中了，不吐不快。,5,surprise,惊讶
今天，你为我学的那首情歌我听了无数遍，真的不知道该怎么办。,2,love,爱
再次，一个人的夜晚，总是特别难熬。,0,sadness,悲伤
夜里，今天收获满满，心情格外好。,1,joy,快乐
再次，爸妈偏心弟弟，我受够了。,3,anger,愤怒
没想到她竟然是作家，不知道这算不算正常。,5,surprise,惊讶
深夜，这件事给我的冲击太大了，一时还没缓过来。,5,surprise,惊讶
所有的不兴奋都压在心底。,0,sadness,悲伤
太终于把拖了好久的事做完了，如释重负。,1,joy,快乐
这件事给我的感觉就是世界太奇妙了，不知道这种感觉什么时候会过去。,5,surprise,惊讶
你每次看到好看的风景都会拍给我，真是百感交集。,2,love,爱
这不公平，我真的要抗议！,3,anger,愤怒
下班路上，怒气冲天，这件事必须有个交代。,3,anger,愤怒
爱你这件事，我从来没有后悔过。,2,love,爱
上周，项目被砍了，之前的努力全都白费了，感觉需要好好消化一下。,0,sadness,悲伤
没想到他竟然是永恒的存在！,5,surprise,惊讶
第一次坐飞机，看到云层上面的天空太震撼了，大概就是这个感受。,1,joy,快乐
真的被服务员态度恶劣地对待，什么玩意儿。,3,anger,愤怒
方才，极度恐惧的时候，甚至希望自己什么都感觉不到。,4,fear,恐惧
最近，想念是一种病，越想越痛。,0,sadness,悲伤
再次，我完全没有想到结果会是这样。,5,surprise,惊讶
再次，你说我是你生命中最美好的存在，感觉整个人都不好了。,2,love,爱
终于把论文写完了，如释重负。,1,joy,快乐
昨天，下雪了，想起了那年冬天的分别，真是百感交集。,0,sadness,悲伤
手机响了，不是你，心又沉了下去，想找个人说说话。,0,sadness,悲伤
此刻，被陌生人善意对待，心里暖暖的。,1,joy,快乐
那件事让我对很多地方都有了强烈的恐惧感，大概就是这个感受。,4,fear,恐惧
夜里，这件事太突然了，我一时间不知道该说什么。,5,surprise,惊讶
你在我耳边说的我爱你，我永远不会忘，真的不知道该怎么办。,2,love,爱
鼓起勇气，被人无故欺负，我要反击回去。,3,anger,愤怒
昨天，你在我难过的时候什么都没说，只是抱着我。,2,love,爱
你说我是你的全世界，感觉整个人都不好了。,2,love,爱
那一瞬间，没想到他竟然是诺贝尔奖得主，不吐不快。,5,surprise,惊讶
深夜，半夜听到有东西在墙壁里爬的声音。,4,fear,恐惧
想了很久之后，你为我挡住了所有的流言蜚语，这辈子忘不了这一幕。,2,love,爱
你为我挡住了所有的风雨，想找个人说说话。,2,love,爱
鼓起勇气，被人无理要求，我凭什么要答应。,3,anger,愤怒
突然收到一笔意外的退款，这辈子忘不了这一幕。,5,surprise,惊讶
刚才，同事突然说要辞职创业，希望一切都会好起来。,5,surprise,惊讶
下暴雨打雷闪电，缩在被窝里不敢出来，大概就是这个感受。,4,fear,恐惧
夜里，发现自己的建议被领导采纳了，感觉需要好好消化一下。,5,surprise,惊讶
确实今天吃到的甜品简直是人间美味。,1,joy,快乐
傍晚，没想到这个项目竟然通过了。,5,surprise,惊讶
真是突然被通知可以改变世界。,5,surprise,惊讶
你为我挡住了所有的伤害。,2,love,爱
全身冰凉，不是因为冷，而是因为恐惧，不吐不快。,4,fear,恐惧
你在我失落的时候给了我最大的鼓励，希望自己能快点好起来。,2,love,爱
夜里，那件事让我至今还心有余悸，不吐不快。,4,fear,恐惧
半夜听到有东西倒下的声音，不得不说出来。,4,fear,恐惧
上周，你让我相信，世界上真的有那种特别的爱，真的不知道该怎么办。,2,love,爱
说实话，你是我生命里最美好的意外。,2,love,爱
那天，宠物在我身边蹭来蹭去，太治愈了，希望一切都会好起来。,1,joy,快乐
考了第一名，开心到飞起，说出来心里好受多了。,1,joy,快乐
恐慌袭来的时候，整个人都失去了冷静。,4,fear,恐惧
最怕失去，失去的恐惧压得我喘不过气，久久无法平静。,4,fear,恐惧
最近，半夜做噩梦惊醒，发现房间里黑漆漆的。,4,fear,恐惧
不得不说，我要求一个说法，这件事不能就这么算了。,3,anger,愤怒
上周，连最基本的尊重都没有，我凭什么忍。,3,anger,愤怒
实在发工资了，先吃顿好的犒劳自己。,1,joy,快乐
这件事实在让我怒不可遏，太过分了。,3,anger,愤怒
你在我生日那天为我唱了生日歌。,2,love,爱
最怕听到你还好吗这种话，没想到会这样。,0,sadness,悲伤
今天，不想让别人看见我哭，只能独自承受。,0,sadness,悲伤
突然，没想到他竟然是富二代，心里七上八下的。,5,surprise,惊讶
今天，听到那个消息，我的第一反应就是恐惧。,4,fear,恐惧
那天，每天都在演戏，演一个快乐的人，没想到会这样。,0,sadness,悲伤
此刻，一边哼着歌一边走路，路人都看我。,1,joy,快乐
突然，被人无故冤枉，我气到想哭。,3,anger,愤怒
回过神来，突然被通知可以环游世界，想找个人说说话。,5,surprise,惊讶
夜里，在街角偶遇了好久没见的朋友。,1,joy,快乐
看着镜子里的自己，觉得好陌生好疲惫。,0,sadness,悲伤
真的好越是黑暗安静的地方，恐惧感就越强。,4,fear,恐惧
你是我坚持的理由。,2,love,爱
站在天桥上，看着车来车往，觉得好孤独，真的不知道该怎么办。,0,sadness,悲伤
被人当众嘲笑，我气得浑身发抖，不知道这算不算正常。,3,anger,愤怒
朋友圈突然有人宣布结婚了。,5,surprise,惊讶
最怕的噩梦，竟然成真了，不知道怎么办。,4,fear,恐惧
你总是把最后一块肉夹给我，不得不说出来。,2,love,爱
这几天，望着远方，不知道未来在哪里。,0,sadness,悲伤
太出人意料了，这完全超越了我的认知，希望一切都会好起来。,5,surprise,惊讶
这件事做得太不厚道了，让我十分不满。,3,anger,愤怒
不经意间，被黄蜂蛰了，又疼又怕，就是这样，没什么。,4,fear,恐惧
新买的绿植长出了新芽，好有生命力！,1,joy,快乐
昨天，被老师点名回答问题，脑子一片空白，只能默默承受。,4,fear,恐惧
夜里，你记得我喜欢吃什么，每次都会给我带。,2,love,爱
前几天，这件事让我怒火攻心，久久无法平静，真是百感交集。,3,anger,愤怒
回过神来，终于把拖了好久的事做完了，如释重负，不知道这算不算正常。,1,joy,快乐
你说我是你生命中最美好的存在，说出来心里好受多了。,2,love,爱
你在我确实耳边说的我永远爱你，我信了。,2,love,爱
今天什么事都顺心，人生赢家的感觉，希望自己能快点好起来。,1,joy,快乐
忍不住，这个反转太精彩了，让我猝不及防。,5,surprise,惊讶
午后，你说想和我一起度过余生，只能默默承受。,2,love,爱
静下心来，这件事给我的感觉就是世界太奇妙了。,5,surprise,惊讶
再次，没想到吧，这种结局连我自己都没预料到。,5,surprise,惊讶
你煮的粥是我喝过最好喝的。,2,love,爱
昨天，没想到她竟然是作家，不得不说出来。,5,surprise,惊讶
不经意间，泪水打湿了枕头，却解不了心中的忧愁。,0,sadness,悲伤
深夜，你在我耳边说的我会一直陪着你，我感动了。,2,love,爱
半夜听到有水滴声，越来越大声，感觉整个人都不好了。,4,fear,恐惧
不知道为什么，心情低落到极点，什么都提不起劲，希望自己能快点好起来。,0,sadness,悲伤
有些告别，连再见都没来得及说，真的不知道该怎么办。,0,sadness,悲伤
突然，终于盼到了这一天，激动得不知道怎么表达。,1,joy,快乐
突然，发现自己的人生达到了巅峰。,5,surprise,惊讶
太发现自己的视频突然火了。,5,surprise,惊讶
这种无耻的行为真的让人无法容忍，希望一切都会好起来。,3,anger,愤怒
看到别人团聚，想到了去世的爷爷。,0,sadness,悲伤
你是我日记里最常出现的名字！,2,love,爱
实在所有的委屈都藏在心里，说不出来。,0,sadness,悲伤
不经意间，半夜醒来发现停电了，好害怕，真是百感交集。,4,fear,恐惧
原来心痛是确实会有生理反应。,0,sadness,悲伤
鼓起勇气，望着远方，不知道未来在哪里。,0,sadness,悲伤
昨天，有些伤痛，时间也治愈不了，真是百感交集。,0,sadness,悲伤
爸妈偏心弟弟，我受够了，没想到会这样。,3,anger,愤怒
简直让人瞠目结舌，这种事竟然会发生。,5,surprise,惊讶
今天，今天收到了一个意外的好消息，不吐不快。,1,joy,快乐
刚才，这场告别来得太快，让我措手不及。,0,sadness,悲伤
清晨，你是我日记里最常出现的名字。,2,love,爱
这几天，明明知道这样做是错的，还要这样做。,3,anger,愤怒
方才，收到你的早安消息，一整天都元气满满，心里七上八下的。,2,love,爱
那一瞬间，你说以后的每一个生日都要和我一起过，真的不知道该怎么办。,2,love,爱
我知道我很恐惧，但我无法控制自己，没想到会这样。,4,fear,恐惧
这几天，极度恐惧的时候，甚至希望自己什么都感觉不到。,4,fear,恐惧
考了第一名，开心到飞起，好希望有人能理解我。,1,joy,快乐
一大早，那条路太黑了，我一步都不敢迈进去。,4,fear,恐惧
一大早，打开邮箱发现被梦校录取了。,5,surprise,惊讶
发现自己的产品被抢购了，就是这样，没什么。,5,surprise,惊讶
那一瞬间，你是我心里那道彩虹，雨后才能看见。,2,love,爱
那天，心里装着你，走到哪里都感觉温暖。,2,love,爱
听到那个声音，我整个人警觉起来，非常胆战心惊。,4,fear,恐惧
那种被跟踪的感觉让我极度恐惧，不知道这算不算正常。,4,fear,恐惧
一想到明天的计划，就兴奋得睡不着，这种感觉太强烈了。,1,joy,快乐
太和朋友一起淋雨跑回家，笑了一路。,2,love,爱
静下心来，看到孩子取得了好成绩，比自己成功还高兴。,1,joy,快乐
一脚踩在我真是的付出上，这让我如何不生气。,3,anger,愤怒
再次，看到喜欢的花开了，心情立刻变好。,1,joy,快乐
想了很久之后，你为我做的一切我都记在心里，也许这就是生活吧。,2,love,爱
突然被通知可以环游世界，不得不说出来。,5,surprise,惊讶
爸妈偏心弟弟，我受够了，真的不知道该怎么办。,3,anger,愤怒
那种无力感和惊恐混在一起，让我崩溃。,4,fear,恐惧
回过神来，被商家虚假宣传骗了，必须投诉，不知道这算不算正常。,3,anger,愤怒
那天，被当成傻瓜一样对待，怎么能不生气，感觉需要好好消化一下。,3,anger,愤怒
真的被人背后捅刀子，太寒心了。,3,anger,愤怒
深夜，生命中的这些小幸福，让我感到值得。,1,joy,快乐
所有的不开心都压在心底，没想到会这样。,0,sadness,悲伤
好消息接二连三，今天是幸运日，感觉需要好好消化一下。,1,joy,快乐
被现实打败了，不想再挣扎了，这种感觉太强烈了。,0,sadness,悲伤
那种强烈的恐惧感像电流一样穿遍全身！,4,fear,恐惧
简直让人瞠目结舌，这种事竟然会发生，真是百感交集。,5,surprise,惊讶
今天，笑容背后藏着多少心酸，只有自己知道，也许这就是生活吧。,0,sadness,悲伤
最近，想把你捧在手心里，好好珍惜。,2,love,爱
午后，只要你开心，我就心满意足了，想找个人说说话。,2,love,爱
越来越害怕，恐惧的感觉越来越重。,4,fear,恐惧
傍晚，没想到她竟然会弹钢琴。,5,surprise,惊讶
深夜，突然被邀请去演讲。,5,surprise,惊讶
傍晚，这次不为自己说话，我还等什么。,3,anger,愤怒
半夜听到有东西在挠门的声音。,4,fear,恐惧
前几天，感觉自己被遗弃了，无比孤独。,0,sadness,悲伤
前几天，发现自己的名字被刻在了纪念碑上。,5,surprise,惊讶
一大早，没想到他竟然是宇航员。,5,surprise,惊讶
今天发生的事让我三观尽毁，气得想骂人，真的不知道该怎么办。,3,anger,愤怒
静下心来，被人造谣了，气到失眠。,3,anger,愤怒
满满的成就感让我觉得自己无敌，只能默默承受。,1,joy,快乐
太多次的失望让我再也不敢期待，这种感觉太强烈了。,0,sadness,悲伤
一个人走了好久好久的路，久久无法平静。,0,sadness,悲伤
这个消息太令人震惊了，我脑子转不过来，这种感觉太强烈了。,5,surprise,惊讶
今天，被通知要参加比赛，紧张到失眠。,4,fear,恐惧
被困在情绪的漩涡里出不来，希望一切都会好起来。,0,sadness,悲伤
最近，这个结局真的太出乎意料了，完全没有想到。,5,surprise,惊讶
真是每次经过那个地方，都会红了眼眶。,0,sadness,悲伤
忍不住，没想到她竟然是歌手，希望一切都会好起来。,5,surprise,惊讶
再次，在我最需要的时候被抛弃，怎能不愤怒。,3,anger,愤怒
当时的感受只有两个字：震惊，只能默默承受。,5,surprise,惊讶
昨天，你总是把最后一块肉夹给我。,2,love,爱
上周，毕业典礼上，大家笑得好灿烂，真的不知道该怎么办。,1,joy,快乐
鼓起勇气，我真的没想到事情会是这样，大吃一惊，但又无能为力。,5,surprise,惊讶
不得不说，一个意想不到的惊喜，让我喜出望外。,5,surprise,惊讶
越是黑暗安静的地方，胆怯感就越强。,4,fear,恐惧
前几天，没想到他竟然辞职去旅行了。,5,surprise,惊讶
下班路上，那一刻，我感受到了前所未有的恐惧，心里七上八下的。,4,fear,恐惧
今天，你是我坚持的理由，但又无能为力。,2,love,爱
再次，这件事真的颠覆了我的三观。,5,surprise,惊讶
说实话，那件事让我至今还心有余悸。,4,fear,恐惧
傍晚，你在我难过的时候陪我一起哭。,2,love,爱
突然，半夜听到有水滴声，越来越大声，但又无能为力。,4,fear,恐惧
忍不住，当时的感受只有两个字：震惊，大概就是这个感受。,5,surprise,惊讶
被人当面一套背后一套，太恶心了，没想到会这样。,3,anger,愤怒
不经意间，我的双腿开始发软，心里充满了恐惧。,4,fear,恐惧
此刻，被人恶意诽谤，我要起诉，真的不知道该怎么办。,3,anger,愤怒
这件事让我觉得无比的气愤和委屈。,3,anger,愤怒
说实话，被裁员了，连个安慰的人都没有。,0,sadness,悲伤
被分手了，整个人都空了，只能默默承受。,0,sadness,悲伤
那股寒意从脊背蔓延到全身，吓坏了，感觉需要好好消化一下。,4,fear,恐惧
腿软、心慌、喘不上气，恐惧完全笼罩了我。,4,fear,恐惧
上周，和朋友们一起笑闹，这就是我最快乐的时光，感觉整个人都不好了。,1,joy,快乐
夜里，半夜听到有东西在墙壁里爬的声音。,4,fear,恐惧
不得不说，沉默是我唯一能做的事情。,0,sadness,悲伤
真的每次被你拥抱，所有的委屈都消散了。,2,love,爱
越想越害怕，感觉末日将至一样。,4,fear,恐惧
清晨，最怕失去，失去的恐惧压得我喘不过气。,4,fear,恐惧
这份惊喜让我感觉到幸福无比。,1,joy,快乐
不得不说，这件事给我的感觉就是世界太奇妙了。,5,surprise,惊讶
被人传闲话，真的很烦很气，好希望有人能理解我。,3,anger,愤怒
清晨，一个意想不到的惊喜，让我喜出望外，但又无能为力。,5,surprise,惊讶
想了很久之后，泪水是无声的语言，说着所有的委屈。,0,sadness,悲伤
那种害怕感让我整个晚上都无法安心入睡。,4,fear,恐惧
昨天，今天尝试了新菜谱，味道绝了。,1,joy,快乐
这种事只在故事里见过，真实发生让我真的惊呆。,5,surprise,惊讶
昨天，这件事彻底打破了我以为的那个世界。,5,surprise,惊讶
简直考试被冤枉作弊，委屈又愤怒。,3,anger,愤怒
清晨，发现自己的人生达到了巅峰。,5,surprise,惊讶
忍不住，真好，今天每一件事都让我开心，这种感觉太强烈了。,1,joy,快乐
前任突然发消息说想我了，不知道这算不算正常。,5,surprise,惊讶
上周，半夜听到有水滴声，越来越大声。,4,fear,恐惧
工作压力大到晚上偷偷哭，希望一切都会好起来。,0,sadness,悲伤
刚刚收到了好消息，高兴得跳起来了，感觉整个人都不好了。,1,joy,快乐
回过神来，工作压力大到晚上偷偷哭，大概就是这个感受。,0,sadness,悲伤
简直给爸妈打了电话，听到了他们的声音好安心。,2,love,爱
走在路上突然有车鸣笛，吓了一跳。,4,fear,恐惧
那时候，这个消息来得太突然，我完全没有心理准备。,5,surprise,惊讶
看着窗外时，感觉自己快被压垮了。,0,sadness,悲伤
深夜，想到你对我说的那些话，心里甜甜的，只能默默承受。,2,love,爱
方才，被人无理要求，我凭什么要答应。,3,anger,愤怒
傍晚，这件事真的让我怒不可遏，太过分了。,3,anger,愤怒
实在被人传闲话，真的很烦很气。,3,anger,愤怒
不知道为什么，没想到她竟然是画家。,5,surprise,惊讶
上周，能遇到你，是我这辈子最大的幸运。,2,love,爱
被这样对待，我内心的怒火熊熊燃烧。,3,anger,愤怒
最近，哇这也太厉害了，完全颠覆了我的认知，不知道这算不算正常。,5,surprise,惊讶
看着窗外时，你在我耳边说的我会一直在，我记住了，只能默默承受。,2,love,爱
被通知要换工作，新环境让我太恐惧。,4,fear,恐惧
真的好考试被冤枉作弊，委屈又愤怒。,3,anger,愤怒
一次次被欺骗，我真的真的忍无可忍了。,3,anger,愤怒
花了钱买的课程全是水分，被割韭菜了，希望一切都会好起来。,3,anger,愤怒
静下心来，有些伤痛，时间也治愈不了。,0,sadness,悲伤
被人恶意刁难，我要投诉到底，不得不说出来。,3,anger,愤怒
一大早，那个最懂我的人，已经不在了。,0,sadness,悲伤
被通知要参加比赛，紧张到失眠，真的不知道该怎么办。,4,fear,恐惧
此刻，再好的脾气，也经不起这样一而再再而三的挑衅。,3,anger,愤怒
一大早，不敢相信我的眼睛，这竟然是真的，真是百感交集。,5,surprise,惊讶
一个人扛久了，的确会崩溃。,0,sadness,悲伤
前几天，那条路太黑了，我一步都不敢迈进去。,4,fear,恐惧
生活里处处都是惊喜，真的很幸福，想找个人说说话。,1,joy,快乐
深夜，项目被砍了，之前的努力全都白费了。,0,sadness,悲伤
那些美好的日子像梦一样，一去不复返，不知道这种感觉什么时候会过去。,0,sadness,悲伤
这件事颠覆了我的认知，让我诧异不已。,5,surprise,惊讶
鼓起勇气，心底最软的地方，已经被伤得千疮百孔。,0,sadness,悲伤
回想起来，被人造谣了，气到失眠。,3,anger,愤怒
不知道为什么，人前人后两张脸，好累，就是这样，没什么。,0,sadness,悲伤
一大早，深夜接到家人的电话，怕是坏消息，也许这就是生活吧。,4,fear,恐惧
被人恶意中伤，我要讨回公道。,3,anger,愤怒
你说想和我一起环游世界。,2,love,爱
一大早，面对那种局面，我整个人都僵在原地了。,4,fear,恐惧
傍晚，你在我心里，占了最大的一块位置，好希望有人能理解我。,2,love,爱
回过神来，突然收到一份匿名礼物。,5,surprise,惊讶
回过神来，这件事让我目瞪口呆，好久才缓过神来。,5,surprise,惊讶
我感到强烈的愤慨，这种事不应该发生，心里七上八下的。,3,anger,愤怒
被通知要参加比赛，紧张到失眠。,4,fear,恐惧
那时候，这一幕实在太出人意料，连我都愣住了。,5,surprise,惊讶
深夜，简直无法理解这种行为，太令人气愤了。,3,anger,愤怒
回想起来，我的愤怒是有原因的，这种事换任何人都无法接受。,3,anger,愤怒
发现自己的笔记被同学传疯了。,5,surprise,惊讶
深夜，打开通讯录，却不知道该打给谁。,0,sadness,悲伤
发现自己的作品获奖了，只能默默承受。,5,surprise,惊讶
走在桥上突然桥晃了一下，腿软了，没想到会这样。,4,fear,恐惧
方才，突然被邀请去当导师，希望一切都会好起来。,5,surprise,惊讶
你在我心里，占了最大的一块位置，想找个人说说话。,2,love,爱
那时候，突然被邀请去创造历史。,5,surprise,惊讶
不得不说，被人无端指责，我气到说不出话来。,3,anger,愤怒
全身冰凉，不是因为冷，而是因为恐慌。,4,fear,恐惧
老同学突然联系我，聊起了以前的事，但又无能为力。,2,love,爱
走在路上突然有车鸣笛，吓了一跳，想找个人说说话。,4,fear,恐惧
鼓起勇气，今天的快乐是真实的，发自肺腑的，只能默默承受。,1,joy,快乐
这一次，真的伤透了心。,0,sadness,悲伤
清晨，被人恶意攻击，我要保护自己。,3,anger,愤怒
极度的畏惧让我无法集中精神。,4,fear,恐惧
突然，原来心痛是真的会有生理反应，但又无能为力。,0,sadness,悲伤
静下心来，终于放假了，整个人都飞起来了，真的不知道该怎么办。,1,joy,快乐
那天，眼泪悄悄滑落，却没有人在身旁安慰。,0,sadness,悲伤
